"","a","b"
"1529",34.6309530683852,-36.8246681823811
"1530",33.8173527097768,-37.4447132750559
"1531",33.059492308115,-37.7103801958336
"1532",30.7776670130225,-38.374701752038
"1533",29.037522031249,-38.2433071588952
"1534",29.3595124825234,-39.7954341004777
"1535",29.4125541099491,-40.9854832737872
"1536",28.4275465867554,-40.8417359972418
"1537",28.6673751472452,-40.9960201889399
"1538",28.3140058521609,-41.2871071023671
"1539",29.3189815498375,-41.6514041679685
"1540",30.9598170429628,-41.7850194920208
"1541",31.3204870567597,-42.227378604773
"1542",29.8836485948145,-42.2452252322094
"1543",31.2746826292067,-43.2117695359543
"1544",30.5516743330299,-42.3865995159641
"1545",30.7106493065451,-42.0490435187898
"1546",30.3363507791545,-41.0684567562966
"1547",28.9498315808386,-40.2246387544005
"1548",29.2425899139874,-39.9948772511867
"1549",29.0109237828432,-40.5982912871044
"1550",26.5785941571042,-41.350606761546
"1551",24.1569008280705,-41.736559976118
"1552",24.7719868198562,-41.4485712511744
"1553",26.1728186446574,-40.9643979998918
"1554",26.6700188433338,-40.2687416990896
"1555",26.3699980881974,-40.8989736198494
"1556",26.6020947182498,-42.7484848706618
"1557",24.8941921973327,-42.868652037466
"1558",26.0168662937135,-42.7479209427832
"1559",27.4212486529866,-43.9648557567457
"1560",28.3761640724224,-43.0452782097387
"1561",28.4520464207389,-42.6507416002649
"1562",28.7046024449068,-44.0762691702764
"1563",27.7992018334295,-44.4178167558968
"1564",27.9425296206518,-45.1543615424263
"1565",28.7661805815547,-43.7820462762092
"1566",28.241284171976,-43.392623848972
"1567",28.2190496520154,-43.7298396124729
"1568",29.949316277269,-44.0988796308973
"1569",29.0751671919566,-44.9016556522602
"1570",29.31701339296,-43.5627865273711
"1571",28.5767697516459,-42.7441442693565
"1572",29.8707563061211,-42.0986967529791
"1573",30.6297537528019,-43.1458505161058
"1574",31.6214581728922,-43.3896916650281
"1575",30.3038741398645,-44.348387743792
"1576",30.1406519768344,-44.7004438219737
"1577",30.1424330040606,-44.4912059983456
"1578",29.8484103209999,-42.7356611221591
"1579",29.3332155538769,-42.8660704101179
"1580",30.2507061735377,-41.6027226553635
"1581",30.155612808834,-43.0109299860806
"1582",30.7585108915847,-43.7806281267156
"1583",29.2942056388323,-42.6637739779156
"1584",29.0007661322032,-43.0277559649732
"1585",28.5167682058897,-42.532179517939
"1586",29.3410403094682,-41.8096693899651
"1587",31.4590563547467,-42.2951833005402
"1588",32.0099931948052,-42.4083455739887
"1589",32.1853727206496,-41.738733469262
"1590",32.4280475707865,-41.2417502210872
"1591",30.6472839465646,-40.282936694669
"1592",31.6162108844195,-41.3654627265157
"1593",31.8806389681387,-43.149171166412
"1594",32.8803633828802,-44.7759787852121
"1595",33.5823699888973,-44.8392629702445
"1596",33.7022269838106,-43.5458997268624
"1597",34.329576080801,-42.4566533869135
"1598",33.3617990600779,-40.851010440856
"1599",32.3450014525279,-39.9514526339652
"1600",31.405981718825,-37.2964728205357
"1601",32.5658032851231,-38.2305403947515
"1602",31.0752863280628,-36.8295749734732
"1603",30.1557522891848,-37.5251738269722
"1604",30.4604012541256,-38.1720702993776
"1605",30.748457624314,-38.813374575436
"1606",30.350661630695,-39.9768967886557
"1607",31.7428821037978,-40.7559143188982
"1608",32.2267865492705,-40.0192694254082
"1609",33.1376846061085,-40.0746560671557
"1610",34.2687086076861,-38.5113084640815
"1611",36.9717165100192,-41.3369698962404
"1612",37.4078514203557,-40.1152551163106
"1613",38.2483245213328,-39.7008833849103
"1614",37.0349795657932,-40.7585908439209
"1615",37.5496956677477,-39.5276123520751
"1616",39.0177273204427,-39.2214227628918
"1617",39.6956253965631,-40.8331935485723
"1618",39.6826173522955,-39.6854766857427
"1619",40.0460915300021,-40.138610416711
"1620",40.7450893522045,-38.4348378226738
"1621",42.5481594871845,-36.3431828906391
"1622",43.3948298655796,-35.2679659373777
"1623",42.9152919745768,-34.6319384035919
"1624",42.3250509036193,-35.863519560931
"1625",43.4771487953635,-36.8050811868954
"1626",42.36953835778,-36.2732607792654
"1627",41.9995811226025,-36.9390668855021
"1628",41.6234085399059,-35.8042392948276
"1629",41.9485560592652,-34.2336499808379
"1630",42.8831563967444,-34.2277839475142
"1631",42.5821552186348,-34.6690955444438
"1632",43.7893023965546,-36.6094485510726
"1633",45.3090230441672,-36.8167497535239
"1634",45.2866654079632,-36.4716927506975
"1635",44.7878355711306,-37.5586164329901
"1636",43.369787615504,-39.1081888134743
"1637",42.85292424043,-39.5119356120311
"1638",42.6323729089714,-39.6588379961469
"1639",42.7803902642957,-39.684350259153
"1640",43.0948723068356,-40.7904279959477
"1641",43.815297618669,-40.4419825328627
"1642",43.1127117993841,-39.5037571357419
"1643",42.959570792188,-39.357669787704
"1644",42.782662438908,-37.1527181205978
"1645",42.9058767079394,-37.127712768624
"1646",42.5774264514605,-38.4924141926769
"1647",43.1591932451839,-38.2998988601271
"1648",42.2120353464533,-36.9372336042973
"1649",41.9125821773931,-36.2152423316126
"1650",41.781282854089,-35.9501870295016
"1651",42.9393373931529,-35.7273242965869
"1652",42.887991362429,-36.3240552581007
"1653",42.4717602620579,-35.9799685034623
"1654",42.5629903206831,-34.9024663036697
"1655",43.1536202376981,-34.4316889305929
"1656",43.0491322118346,-34.640646245833
"1657",42.4793499899167,-34.4374953146776
"1658",42.2154659460369,-33.5443911563749
"1659",41.6875673035815,-33.4696362171708
"1660",41.6334365864176,-32.6576848461666
"1661",40.7423802743133,-33.5196173607853
"1662",41.6709320346615,-31.9995628769481
"1663",40.8492736245044,-31.7737623824236
"1664",39.3309831633746,-32.1835920179266
"1665",39.4830476819029,-33.3242310513069
"1666",39.0205409143732,-33.9585824289081
"1667",42.0348960360623,-33.6420402879969
"1668",41.910549974246,-34.2525923380258
"1669",41.3650758271727,-34.9466658508971
"1670",43.9493889637895,-35.0969102453025
"1671",44.113510777371,-34.4530034951287
"1672",46.2570716250394,-35.3518453922336
"1673",45.2649852870314,-35.1565904627401
"1674",45.5231501026729,-36.0460224414639
"1675",45.4150016637997,-35.4442093360343
"1676",46.7168819858699,-36.7747065399198
"1677",46.4564753510592,-37.2057263397834
"1678",44.9773656001779,-37.6822414382777
"1679",44.7835934710232,-39.1716778157335
"1680",44.817278374494,-38.8698085452064
"1681",44.7157520646965,-37.7737704506304
"1682",44.6580102951117,-37.3357176307274
"1683",45.9327370486384,-36.855904355521
"1684",47.3373254486032,-35.7982221368258
"1685",46.8401409638492,-35.1146351442279
"1686",46.318196638191,-35.9119814439493
"1687",45.7218926165281,-37.9975336029204
"1688",45.6978201505012,-37.1917882718451
"1689",46.8659000005761,-36.5740618963656
"1690",46.5222230873871,-36.875045704256
"1691",47.1716358501491,-35.5720391100801
"1692",48.5414509145964,-35.6399445200058
"1693",50.1543754902249,-34.1713095632881
"1694",50.409430930451,-34.6886143238146
"1695",51.1815892647123,-35.5649349833016
"1696",53.1421798043187,-35.7122156275289
"1697",52.8728381762634,-36.1441540237426
"1698",53.2444057045265,-37.113770981436
"1699",53.9367822110625,-37.7295859655961
"1700",55.3758266681102,-37.9749741223298
"1701",54.4828585076972,-36.9491799611374
"1702",56.6593647196508,-37.9515644877209
"1703",56.50553149314,-36.6171307421096
"1704",56.7121452401973,-37.7228195631094
"1705",57.0309569316833,-37.9677236475092
"1706",57.3947099397741,-37.1692819219269
"1707",57.8852758049799,-36.6728671690706
"1708",56.8921251287711,-34.7343966687686
"1709",57.6215624640646,-34.4308913621811
"1710",57.6702256906958,-34.0571808408938
"1711",58.1326082864387,-34.6246200771922
"1712",58.0309121541489,-36.042398541872
"1713",58.8744939032187,-36.6458103219468
"1714",58.6622717230637,-37.6808222711033
"1715",57.8589857094243,-36.5275507229873
"1716",58.9018543797235,-34.7203626802774
"1717",58.6724317734236,-34.5400562886153
"1718",60.1600079943898,-34.729644045369
"1719",60.5157569102063,-34.5048114862651
"1720",61.2734447985279,-35.4907114535598
"1721",61.2766174646058,-35.6351522694196
"1722",60.5654572592037,-35.7543751734039
"1723",61.3096399897287,-37.4146144073177
"1724",61.6250459810615,-37.8590049269029
"1725",62.2597635013545,-37.2344202089326
"1726",62.8154216626989,-36.7847082406754
"1727",64.1652874518219,-34.7803545834854
"1728",64.5653410434484,-33.590051296008
"1729",66.0719612458732,-32.819420515654
"1730",68.3848004407906,-33.8576017885082
"1731",68.8446753709584,-35.9346091831446
"1732",68.6975185948203,-38.2373620183978
"1733",67.5412241102012,-40.8258042379373
"1734",67.4520169853961,-40.9977291718295
"1735",67.2795353137944,-40.5311762551684
"1736",66.3510805992713,-39.6281495882297
"1737",66.3131677702835,-40.3598914100219
"1738",66.3007836837736,-39.5824438159821
"1739",65.1487276286104,-38.8518312417338
"1740",64.0832431834487,-41.1645319553889
"1741",63.625427769601,-41.9443424402609
"1742",63.5489994861597,-44.0440386456354
"1743",65.2376822549828,-44.3225686246418
"1744",64.9704507395675,-45.8288911679888
"1745",61.2555007748999,-46.2088355373696
"1746",60.8703266712857,-47.1116870932297
"1747",59.0997279622352,-46.7001445754232
"1748",59.8766052734343,-46.5159488364523
"1749",59.7787105533817,-46.5126731769879
"1750",59.4583802702681,-46.6226367731785
"1751",59.5568974150838,-45.2249907865664
"1752",59.0495217525074,-46.5753366158115
"1753",60.7406982653604,-47.2809951046947
"1754",59.9353145351523,-47.4009932626447
"1755",57.589781749031,-46.7663719871966
"1756",57.6480399536514,-48.9171148122144
"1757",57.9236919052371,-49.6630234306203
"1758",57.6199640765801,-51.2259910026909
"1759",58.1210919095014,-50.0910071971067
"1760",58.0055608722692,-49.5509765450419
"1761",55.7985794119052,-49.8102213602988
"1762",53.9297202115263,-49.7825796500879
"1763",52.8090550058934,-49.1058160320814
"1764",53.1337405193648,-48.4887483789704
"1765",52.9863162037253,-48.4584573278943
"1766",52.160026199008,-47.6623816691301
"1767",50.4138012897204,-47.8929429764164
"1768",50.0727106506727,-47.5232938056865
"1769",50.3791614421069,-49.2738146936956
"1770",49.2335450260766,-49.5033775256496
"1771",49.1252847007709,-48.6075263776778
"1772",49.4465395369397,-48.5864069907534
"1773",49.0447585761397,-48.9526294727614
"1774",48.6150840981152,-49.8927494964196
"1775",49.6356662835165,-49.0678812444226
"1776",51.0310749563692,-50.1072961629655
"1777",50.9990513039686,-48.517110075332
"1778",50.5055337441374,-48.5278377688281
"1779",51.990151104383,-47.0711155309184
"1780",53.27353468708,-46.4276966214684
"1781",54.5992124791655,-46.7740026193648
"1782",54.3786215699255,-47.0286172316639
"1783",54.2361803966779,-47.7412442339396
"1784",54.6328842781174,-46.8807186317625
"1785",53.9641586532122,-48.3178316280384
"1786",54.8544286511851,-47.1850510887884
"1787",56.3984891301415,-47.1826897555691
"1788",55.1337705358945,-45.338092225024
"1789",55.1744255550123,-45.51141332053
"1790",55.5766257395947,-44.484634926996
"1791",55.7440079482537,-42.2082743887339
"1792",56.1201786970171,-41.2160784520926
"1793",55.4559539937702,-41.2700921603941
"1794",55.0880868970488,-39.746445197296
"1795",56.3304643527962,-39.6683619978548
"1796",57.8125529206632,-39.6698435495101
"1797",57.1768913939009,-41.2054129036705
"1798",55.8824727872566,-40.4265713527337
"1799",55.5156593589002,-40.3700643067594
"1800",54.9747920281855,-42.2329422633547
"1801",55.360903292671,-43.084565209792
"1802",54.9893001240292,-43.4148168882464
"1803",55.5810664340516,-42.2840322138652
"1804",55.2561154827743,-43.6195875783775
"1805",56.2691235425266,-43.760054791812
"1806",57.4453866934731,-45.0177595829283
"1807",57.5178047836862,-45.3893531020533
"1808",58.5486332620987,-44.877721675074
"1809",58.8061183130025,-45.0341210987286
"1810",58.1266246472382,-43.0016438263512
"1811",59.5894281254737,-41.1114053289761
"1812",60.2541424429816,-40.6881087111986
"1813",60.4104155922008,-41.00696366385
"1814",58.9340774683771,-41.146511692715
"1815",59.0522585506616,-42.4884373455251
"1816",59.2232540912102,-41.1099573861609
"1817",60.2233867225098,-42.3361350584824
"1818",60.6209774452778,-41.3712052363293
"1819",60.3902753779741,-43.6488666268806
"1820",59.9107226433136,-42.5987753260395
"1821",59.207341354037,-43.6146805808989
"1822",58.8912159553827,-43.2783326015023
"1823",57.7015721723838,-40.9824745585179
"1824",56.5470254856995,-41.3389239043795
"1825",56.525102547344,-39.4649684883803
"1826",56.6353709783374,-38.5938459870342
"1827",56.7920094751874,-40.0092284945116
"1828",59.3702100624014,-41.8681367768207
"1829",58.5829181377711,-40.9721984952355
"1830",57.468812516766,-41.5002196308255
"1831",56.9089267663853,-42.8680826884111
"1832",58.4911384854989,-44.5201394038775
"1833",57.7438144205462,-45.2389964671467
"1834",58.3380723532418,-44.7056496074183
"1835",59.0665313385535,-47.1928035446857
"1836",60.2038446058204,-49.0491806943635
"1837",61.4169420108452,-49.515386017188
"1838",62.017596553773,-50.5475190116584
"1839",62.0650950766988,-50.7604801821784
"1840",63.7098241104553,-48.6942027169867
"1841",61.8380005150647,-48.4506856077629
"1842",62.2726792642344,-47.2509685167728
"1843",63.9131596497594,-46.7498687091881
"1844",63.6498140639466,-46.4655958887698
"1845",62.3195136929681,-47.0225560880825
"1846",64.211351917165,-48.5962270571849
"1847",62.9235440801162,-48.5758438973
"1848",62.8168969491236,-47.7210686280038
"1849",62.7549649186424,-46.5011449568666
"1850",65.4110263692446,-47.471396942963
"1851",65.5129131982482,-48.1422212494148
"1852",66.505624925343,-47.9298812961505
"1853",65.1015379138116,-46.983713067071
"1854",64.660533703368,-47.9204666196173
"1855",63.5697288386159,-50.3181805851418
"1856",64.0460420655305,-51.0532018968232
"1857",64.1156971815421,-51.592128470808
"1858",64.4451892031209,-51.6713561264936
"1859",63.6306088641603,-51.6816962519927
"1860",64.9072648151663,-51.0356620626157
"1861",64.7235488723381,-50.7106663708455
"1862",64.7375526774637,-50.1595962281927
"1863",66.8028281251671,-50.1788864855227
"1864",67.1252713421371,-50.5133002976171
"1865",66.5828995815789,-50.5207704553507
"1866",65.6554126966,-50.4645025852751
"1867",65.1968444499211,-51.0195632937672
"1868",65.0877348092713,-51.1082383660649
"1869",64.9172411148609,-51.2214954894295
"1870",64.9302451119759,-51.225652134527
"1871",64.9503568615099,-51.5213768166613
"1872",64.538714169336,-50.3535598848505
"1873",63.6249246811163,-49.9194975715008
"1874",64.0900984814816,-49.8378180689176
"1875",63.7917146258303,-48.8648004642524
"1876",63.0117660033917,-49.6508889510729
"1877",64.5823960113493,-48.2409222141933
"1878",63.4622034018329,-47.1606895960252
"1879",64.4469560093384,-46.4257842590087
"1880",64.951511440657,-45.7632415379523
"1881",66.0158970955956,-45.9627493795436
"1882",66.9650981945888,-45.0002883147221
"1883",68.7534173464529,-43.971759279699
"1884",69.040225470988,-45.1952365255628
"1885",69.1838380464997,-45.0437052231999
"1886",70.6367137251091,-46.8822779563158
"1887",69.8536399980728,-45.5618865783495
"1888",70.0658487636426,-46.2862701688037
"1889",70.3181055008627,-45.148603553449
"1890",69.8470103640252,-44.695291649815
"1891",70.4625102989669,-47.2124116745442
"1892",68.6342216568775,-47.4474316819594
"1893",68.5715956943504,-44.9127779874143
"1894",68.5889722396058,-44.8642779297622
"1895",67.0229015818755,-44.4551255827264
"1896",66.8359194859756,-44.3993833520086
"1897",66.1432996122349,-45.0684935967955
"1898",65.8866289019363,-44.4614803053729
"1899",64.6126323159099,-42.4614967458796
"1900",63.1585300530966,-42.2457054919583
"1901",62.3089588093251,-40.8302743171698
"1902",62.1861281821107,-41.5342380465534
"1903",61.6317020378634,-42.5501216983527
"1904",63.1687501370144,-42.6664345688772
"1905",62.8785710225595,-42.783228709123
"1906",61.5408503170098,-43.2368235190514
"1907",62.0129702404191,-44.9087451150267
"1908",62.7189953578126,-42.3110232394521
"1909",60.6801839348531,-41.5008640789177
"1910",61.6452525912769,-42.1388480225259
"1911",61.8420122442736,-42.1206076364307
"1912",61.9818965970733,-42.8193243485751
"1913",61.3237588028592,-41.9095182710739
"1914",62.5728896818057,-40.9408422861202
"1915",62.7839571958238,-40.4833965593836
"1916",61.9162068865121,-40.5253485208636
"1917",62.1757151015236,-41.0799571897238
"1918",59.9439222420743,-42.0798376881329
"1919",62.2493489468079,-41.9652410530739
"1920",63.1237532733483,-42.0481213504166
"1921",62.9447998694784,-42.6725137849457
"1922",64.4505892440259,-43.1870358750182
"1923",64.4392499255757,-42.8066895842782
"1924",65.0840660703543,-41.6869059362859
"1925",64.3183872889497,-40.6029360308467
"1926",62.1059313708612,-38.7079775115701
"1927",62.2189456303038,-38.8318431280968
"1928",61.18835000374,-37.6876929866482
"1929",61.6092511163221,-37.4224379211359
"1930",62.8147927174309,-38.8266088022063
"1931",62.0607085496727,-40.075591282521
"1932",60.2641417962322,-39.4438971228157
"1933",60.1207194620128,-40.5942470714263
"1934",59.4548906954631,-38.5674008032656
"1935",58.1879233162537,-36.8827550661449
"1936",58.7456978679895,-37.3637815705527
"1937",57.6854026887673,-37.1973966145325
"1938",58.0290907658114,-36.57853793519
"1939",57.5382471935958,-35.6754418552567
"1940",57.1770304699991,-35.933868622487
"1941",57.0872982348204,-36.7186076876256
"1942",55.8867189273499,-35.8000491217711
"1943",53.5067769113373,-35.8909966119435
"1944",56.2532545239179,-35.4327446055247
"1945",55.934212346043,-35.0468405261139
"1946",57.8660661608241,-37.1425646594385
"1947",58.5250847209766,-36.4776976141833
"1948",57.8111232759331,-35.2807512789688
"1949",57.7152126507096,-35.4003744649757
"1950",58.0547107553148,-35.9310336109654
"1951",56.9046517389299,-36.2122452436601
"1952",56.5892626781686,-36.4779794610101
"1953",56.7991044350849,-35.0849839652202
"1954",57.6081566574233,-34.070845474119
"1955",56.7311487184385,-34.2055488263296
"1956",55.7547590573984,-34.1363281403543
"1957",55.8578443178191,-33.6657595031209
"1958",54.3186764371165,-32.8484865245888
"1959",55.1990319689189,-32.0006833074504
"1960",54.3660294214091,-31.7329696768222
"1961",54.3842470100164,-31.3524868336779
"1962",53.8862789076311,-30.4842232212657
"1963",54.6317564767536,-29.64485329599
"1964",53.1819465879069,-30.3762554142746
"1965",51.7001710020055,-29.9153353443925
"1966",53.1432633968302,-29.737735962803
"1967",52.9239571903337,-29.4352891354577
"1968",52.6563719706381,-29.8215142568525
"1969",53.9804729262341,-30.5653692421482
"1970",52.8285826504879,-28.7706890678239
"1971",52.311883835739,-31.5161536881786
"1972",53.7321650453603,-30.6958594161075
"1973",53.9547482529864,-29.4158856600707
"1974",53.0908432299151,-30.3463781002989
"1975",52.1458523581739,-31.4543906728834
"1976",52.6852771126779,-31.7794481708631
"1977",52.0965326662188,-32.2931926555833
"1978",51.2843551588001,-30.9701108506871
"1979",52.2212929255214,-30.6453361687816
"1980",52.6966418050111,-29.8774379193431
"1981",53.8882794188947,-31.2799696535055
"1982",52.873000822593,-30.9528635895865
"1983",52.9285218813245,-31.8195246173899
"1984",52.1115950959346,-33.1832378247319
"1985",51.1788847846378,-32.2865656267579
"1986",50.1624954113656,-32.9055472402082
"1987",49.9313897635719,-32.3472703139614
"1988",52.3262711151501,-31.8686079705645
"1989",53.4440722160858,-32.7951361874564
"1990",54.9857400888007,-33.459312205223
"1991",54.3083648045674,-34.0372045973785
"1992",52.9385740878336,-34.9693902577864
"1993",52.4840320324729,-35.7975742942531
"1994",52.456848872739,-36.6717272093935
"1995",51.0301263080492,-37.3170993162384
"1996",51.1728550578633,-39.0835925818785
"1997",52.4468701067716,-38.641416890732
"1998",51.7176561635206,-40.2298451649798
"1999",50.3690946287168,-39.4587105713302
"2000",52.3703496261416,-39.1169042351587
"2001",52.1319387334747,-39.4295512524112
"2002",51.1479167157269,-41.4741881397148
"2003",49.6293283896537,-42.0265144631953
"2004",49.5531819124925,-42.5323710792171
"2005",49.7521897075336,-41.6688032380437
"2006",51.3548503533718,-42.6694486081666
"2007",51.0412356204746,-43.1273542897409
"2008",52.1381782338634,-44.4231910471426
"2009",51.9313032884444,-45.4889857651701
"2010",51.0479124240954,-46.342904755574
"2011",50.9565273879857,-45.5003846992225
"2012",51.978101128733,-46.4686601547666
"2013",52.2261202230477,-46.086715922199
"2014",54.8269758278513,-46.8629951641219
"2015",55.6916505780722,-48.8742244582287
"2016",55.6824563395665,-47.4660946791487
"2017",55.590478821491,-46.6563082208675
"2018",55.477064614923,-46.8852215132946
"2019",54.873700779507,-45.9899478035259
"2020",55.1432518026479,-45.1806554619278
"2021",54.047204557058,-43.6302723505627
"2022",52.1604714015951,-42.8272046650571
"2023",51.6444012017437,-44.5217718320645
"2024",50.1621017127967,-44.8430985549601
"2025",51.8898028258386,-46.048752302691
"2026",50.3901667162502,-45.2325499127739
"2027",50.3772388492562,-45.3826364310324
"2028",48.4440013324283,-46.2476970099428
"2029",49.1113110064101,-47.5252830986534
"2030",49.0642721448456,-48.8022704964174
"2031",48.1680464290238,-48.5049322602558
"2032",48.7525941619292,-49.3643893618946
"2033",49.7767073505115,-48.972694752348
"2034",49.8037161493981,-46.1188648508897
"2035",50.4574635532799,-44.2016461148602
"2036",50.145217006925,-43.7025066477015
"2037",49.9457027567744,-45.0755854249783
"2038",50.8675861542789,-44.9437910106924
"2039",51.5917732267099,-45.0227048867778
"2040",51.7026454196143,-44.6294315872539
"2041",50.213245727788,-45.7428392861534
"2042",49.0340056780337,-45.5039473426117
"2043",47.9443381065894,-44.7662337405768
"2044",48.5112408570396,-45.3851942460815
"2045",49.3739775920724,-44.7409723546517
"2046",48.581442523383,-44.6390621602547
"2047",48.6386170165699,-45.2008253082431
"2048",47.0679275953035,-45.9216677389656
"2049",47.4500969653568,-45.7114856509331
"2050",46.8274554020893,-45.2736745664224
"2051",45.5251134468942,-43.9044895634593
"2052",43.8604278703379,-43.365755720711
"2053",45.4023382190223,-42.5937462325224
"2054",46.2167256378004,-43.0279347131358
"2055",45.851909350949,-42.4350021717058
"2056",43.4174907327816,-41.9360690159593
"2057",43.016388244408,-40.9129871647951
"2058",43.5460445216636,-41.5008050776945
"2059",44.3714532953052,-41.0574221701594
"2060",44.3460223045337,-40.7615102947127
"2061",45.9617541150043,-41.0713381524375
"2062",45.9541493626354,-40.6079578089603
"2063",45.6743880253659,-41.2127719960103
"2064",47.1564238485022,-39.8339973597955
"2065",48.6661824200399,-38.6498889610575
"2066",48.9908455769913,-38.2034387909002
"2067",47.0826566580003,-38.691578088904
"2068",46.5185709685485,-39.0193071198374
"2069",45.8396424662695,-37.3398992951314
"2070",46.5503545238167,-37.9070593806032
"2071",44.9819438945787,-37.2234267512347
"2072",45.2279137913712,-37.8510947548468
"2073",45.0425846299366,-39.0651386526398
"2074",45.5098931529765,-37.8023078459273
"2075",43.9588301245561,-37.7849763825338
"2076",44.4335985957082,-37.2299966669169
"2077",45.2344864783727,-37.6870272234607
"2078",44.974212134864,-35.7901642518527
"2079",45.5196627723065,-35.6467466856452
"2080",45.9706683253044,-35.848322675594
"2081",43.3493478534058,-36.2741509135354
"2082",42.4266210322687,-35.8956767434567
"2083",43.6959910197476,-35.4621341109663
"2084",43.8062244701341,-33.5103485610292
"2085",43.3092554811556,-32.9169063602847
"2086",43.2331170953582,-31.5780276039329
"2087",43.3524249280347,-31.2163260943858
"2088",42.3204086053335,-31.679582614679
"2089",42.9516428354817,-32.0534818576736
"2090",43.1271351262871,-32.5869038216763
"2091",42.7831589156292,-33.2111675002981
"2092",40.6883581103784,-33.5545174399034
"2093",41.6289203873044,-33.0677322218491
"2094",43.7453024202551,-33.3909494225848
"2095",42.4799210916773,-33.0916769822626
"2096",42.8275691115991,-35.756722212021
"2097",42.1580395610822,-35.7849063536299
"2098",42.9429929041483,-35.7554190752622
"2099",43.1526830963764,-36.7746904242839
"2100",43.8235987701604,-38.1686253133749
"2101",44.1730353536005,-37.3208438240076
"2102",44.6907563210459,-38.4004285636578
"2103",45.0999727957311,-37.517824799772
"2104",44.9985466278229,-36.5740029591212
"2105",44.5224250148692,-36.7134697146884
"2106",45.4441940646297,-36.9468100708107
"2107",45.8025212110878,-36.7405500595925
"2108",45.9346518145987,-36.5180643179139
"2109",45.1604303886896,-35.898858241872
"2110",44.9133618537803,-36.7103013871459
"2111",45.9705010235466,-36.8123429678917
"2112",45.5407324842057,-35.9662615951044
"2113",44.5004237666337,-34.9850956507601
"2114",44.7174957532133,-35.7237950188834
"2115",44.4378179696104,-34.0940659330199
"2116",45.5146289825332,-32.0821663977666
"2117",45.3587828016299,-32.1180394208679
"2118",44.6743918824745,-31.6949405686489
"2119",45.7219582549245,-31.8668804037203
"2120",46.8422044233141,-30.7799847360206
"2121",47.5249396720686,-30.9144147170452
"2122",48.6883787438102,-31.9488326936617
"2123",49.5384386983821,-29.2598924824602
"2124",48.859949719757,-28.3202201910581
"2125",49.821125679196,-27.8519334472754
"2126",50.4007872917463,-30.4383410388611
"2127",50.7623853916884,-30.0289177072298
"2128",49.8550929409483,-29.1054484018787
"2129",49.8607565102547,-29.498897423078
"2130",51.0948715682072,-29.0235646378497
"2131",51.4354881170689,-31.8235700928802
"2132",53.5677067590128,-32.2745351111174
"2133",53.655697167203,-31.9228927194399
"2134",54.6443657217325,-33.2842533944861
"2135",54.5900353683959,-33.5122129623125
"2136",56.2100423212665,-33.384481338441
"2137",56.9424530567323,-34.2274131759578
"2138",57.1790151675571,-34.8834921213516
"2139",56.4216176333743,-33.8669416924492
"2140",57.6791423694336,-32.5625960593415
"2141",58.6321948928458,-33.1884716283801
"2142",55.8788294872112,-32.8642975933582
"2143",55.1366930797202,-34.4004635632741
"2144",56.1169180164247,-32.3876346594737
"2145",56.2871041710042,-32.0659992190696
"2146",56.7708798415673,-30.8223706330881
"2147",54.8760859946484,-30.7432327172392
"2148",55.2370281607546,-30.9605414778866
"2149",53.2686067222324,-30.9372266115451
"2150",53.3363303347748,-32.0600742071243
"2151",53.7030900398483,-30.775004610936
"2152",53.7423403582055,-32.1335194447843
"2153",54.8012621760293,-29.9947852749527
"2154",56.6557354432858,-28.4067894142564
"2155",57.6628837449277,-29.428732885875
"2156",58.1336907376268,-28.3714764002639
"2157",57.2354038893762,-28.6213780973726
"2158",55.9369458895378,-29.9053707794043
"2159",57.5649682195046,-28.9273602086314
"2160",56.8385624605682,-28.4755886899666
"2161",55.8641747466781,-29.6521520777358
"2162",54.7575299743636,-29.9931444259885
"2163",53.6998568912453,-31.4140340305059
"2164",52.3089565443924,-31.1162165462062
"2165",51.9402312179937,-32.9684976602057
"2166",51.399967607681,-33.2982414037836
"2167",50.4748564797512,-32.6894080534598
"2168",50.8526160494194,-34.318019985164
"2169",49.897930860144,-32.3932461098213
"2170",49.9793858252144,-33.5259565087042
"2171",48.5918761285723,-33.6325070344443
"2172",49.3620930623513,-34.5401858626491
"2173",48.4449618906982,-33.9146061327688
"2174",48.0076198516909,-34.7529169261724
"2175",47.7859735462569,-36.8180123815614
"2176",47.1397362376044,-36.0644520605623
"2177",47.1381948192994,-34.9399279936697
"2178",47.0708449092509,-34.9479314171987
"2179",46.5443393880544,-33.2974520227319
"2180",45.560543117334,-31.8227654423895
"2181",44.7031604586208,-32.5405821321497
"2182",45.5055856700755,-33.1813917024326
"2183",46.6293960990188,-33.9154239023597
"2184",47.2103454552418,-31.8368216717402
"2185",48.864679216713,-31.8327817138166
"2186",48.0556430626946,-31.7380243425782
"2187",46.6808624643745,-29.6536675361501
"2188",45.3213551249539,-30.2883235905355
"2189",44.9829866688893,-30.8272990077835
"2190",47.4165032413523,-30.6366829638414
"2191",46.6996558510706,-30.9796366131259
"2192",47.4152782372465,-30.8615348084492
"2193",48.0799174043826,-29.4213896249244
"2194",48.5414167544699,-28.4522119302803
"2195",47.3884892096684,-29.5777234078057
"2196",47.9189384713287,-29.5901534684049
"2197",48.2703302530295,-29.4839240261299
"2198",48.9853464338127,-28.0326565501985
"2199",48.624568299438,-28.1497729990464
"2200",47.1413627908512,-26.6163196092802
