"","Index","a","b"
"2239",2006-02-16,45.8462214397699,-29.0211869974323
"2240",2006-02-17,46.7459802731339,-30.5621770438857
"2241",2006-02-18,47.456820239994,-29.9414878998693
"2242",2006-02-19,46.3041500429427,-29.5300749214769
"2243",2006-02-20,45.1650020689524,-29.0095224186631
"2244",2006-02-21,45.4196301191194,-28.6694997467407
"2245",2006-02-22,44.1924413713889,-28.4246503026491
"2246",2006-02-23,44.701479871462,-29.05203344445
"2247",2006-02-24,44.9194442552564,-29.6274215107136
"2248",2006-02-25,45.2704181096409,-29.9442662416447
"2249",2006-02-26,44.4507445623216,-29.8532432777494
"2250",2006-02-27,44.7535695958862,-31.2304764167228
"2251",2006-02-28,45.122246734737,-31.8515490619881
"2252",2006-03-01,44.9592194937388,-32.6032139125645
"2253",2006-03-02,45.6833147439676,-34.3507981496553
"2254",2006-03-03,45.4778637355303,-33.3974731314772
"2255",2006-03-04,46.2533358799804,-34.331403690852
"2256",2006-03-05,46.6667491369368,-35.6513809510001
"2257",2006-03-06,46.9748206041557,-37.089468733119
"2258",2006-03-07,49.5001005287926,-37.6692519859845
"2259",2006-03-08,47.8691104621023,-36.6197429928416
"2260",2006-03-09,50.2431517068339,-34.531034892467
"2261",2006-03-10,51.113532956887,-33.579715923934
"2262",2006-03-11,50.5678462299085,-32.8445375100171
"2263",2006-03-12,51.1647325848958,-33.6343203345145
"2264",2006-03-13,52.458040254842,-35.5900676209149
"2265",2006-03-14,51.7240881924013,-38.3696000330825
"2266",2006-03-15,52.0937563988918,-37.9286247277805
"2267",2006-03-16,52.7233281028114,-37.9947039458257
"2268",2006-03-17,52.1201157447948,-36.9868798865939
"2269",2006-03-18,52.5241985666019,-37.0105245614582
"2270",2006-03-19,53.3062779778542,-35.5494542843958
"2271",2006-03-20,52.0177970999012,-36.9690432005183
"2272",2006-03-21,51.6263304371092,-36.8149240919817
"2273",2006-03-22,50.5769827903102,-37.1884080849348
"2274",2006-03-23,51.6560913457635,-37.211800700393
"2275",2006-03-24,53.3722728286543,-37.5457147043942
"2276",2006-03-25,53.3558251818047,-38.7319824330144
"2277",2006-03-26,53.4071796292491,-38.1777353579023
"2278",2006-03-27,53.5135667054788,-37.2274546509896
"2279",2006-03-28,53.7221301770216,-37.5976463675893
"2280",2006-03-29,51.9817246379843,-36.9359516089699
"2281",2006-03-30,53.13712948951,-37.4702185212
"2282",2006-03-31,51.3591349903471,-37.8098424355628
"2283",2006-04-01,50.9498735486479,-37.6764801640352
"2284",2006-04-02,48.4999858489415,-36.9096267837577
"2285",2006-04-03,47.1986399896986,-37.0699345153653
"2286",2006-04-04,45.8088683401334,-40.035999239299
"2287",2006-04-05,45.3078426972537,-41.2533596984468
"2288",2006-04-06,44.6980832515773,-41.7601782644695
"2289",2006-04-07,43.7039856000495,-40.4466173295105
"2290",2006-04-08,43.952977706236,-40.0845836830427
"2291",2006-04-09,44.0691865207175,-41.0584962859758
"2292",2006-04-10,43.4319649037207,-41.0226598174677
"2293",2006-04-11,43.9341785937837,-40.0453401343182
"2294",2006-04-12,43.0324596900136,-39.3134359052992
"2295",2006-04-13,41.4105406637905,-38.2121691335827
"2296",2006-04-14,40.0893311878815,-39.5920642645332
"2297",2006-04-15,39.595791361994,-39.2521834846949
"2298",2006-04-16,39.6567515877765,-37.7175031760697
"2299",2006-04-17,39.1623405431723,-37.3454628253763
"2300",2006-04-18,39.6154186001203,-36.0333831191759
"2301",2006-04-19,40.0579831989934,-35.9434315070376
"2302",2006-04-20,40.772379102227,-34.9037175650476
"2303",2006-04-21,42.2866029057061,-34.8100738816133
"2304",2006-04-22,41.5132274465392,-36.0499152791947
"2305",2006-04-23,41.314084456387,-35.4008177509087
"2306",2006-04-24,40.4354701949787,-35.6440131507138
"2307",2006-04-25,41.467091535883,-35.5645220585563
"2308",2006-04-26,42.3179144449918,-35.604589910932
"2309",2006-04-27,41.6756347065976,-34.1848199698175
"2310",2006-04-28,42.010615698347,-33.9584853305529
"2311",2006-04-29,42.3634876529207,-34.2982390374999
"2312",2006-04-30,44.2661025514345,-34.4944996667491
"2313",2006-05-01,43.1419640422741,-33.8410328747942
"2314",2006-05-02,43.0920515148197,-33.6071839433743
"2315",2006-05-03,43.9943884886879,-33.1218968830922
"2316",2006-05-04,46.3467491604923,-32.8937416847497
"2317",2006-05-05,45.6549466277311,-34.012887609251
"2318",2006-05-06,44.689989198428,-33.9774061912291
"2319",2006-05-07,45.3758123449801,-33.2213567831982
"2320",2006-05-08,45.5415266597771,-35.2553912910183
"2321",2006-05-09,45.5434145167419,-35.2154381566817
"2322",2006-05-10,45.0939396058561,-35.3159568901328
"2323",2006-05-11,44.2613889210834,-36.5158932933109
"2324",2006-05-12,44.5286065365886,-37.3946653074163
"2325",2006-05-13,44.6628127554217,-37.6787306481887
"2326",2006-05-14,45.9138184758184,-38.2276262525541
"2327",2006-05-15,46.299754323955,-38.7090765662906
"2328",2006-05-16,45.8907964204641,-38.4404426970169
"2329",2006-05-17,45.3434992949029,-39.0273620797069
"2330",2006-05-18,44.5678822017839,-39.0712649645677
"2331",2006-05-19,43.7793084798097,-39.4323074540729
"2332",2006-05-20,43.0437657472651,-39.8856395463347
"2333",2006-05-21,43.9016434876433,-38.2067714223196
"2334",2006-05-22,43.7874416615793,-36.3737063554268
"2335",2006-05-23,44.5067383360575,-37.3766109384999
"2336",2006-05-24,45.9909746542536,-37.1203051398165
"2337",2006-05-25,45.5491052904579,-38.60054065109
"2338",2006-05-26,44.4850157880643,-39.9057194964344
"2339",2006-05-27,43.1677170720993,-38.5192208532145
"2340",2006-05-28,44.087827457484,-39.3203555842792
"2341",2006-05-29,42.8069775853811,-38.3269129876958
"2342",2006-05-30,40.3290029918133,-39.9630759484825
"2343",2006-05-31,40.295630858459,-40.7221220705884
"2344",2006-06-01,39.6153944024798,-39.5264155012623
"2345",2006-06-02,40.7020957437397,-40.1318204076777
"2346",2006-06-03,40.7898470474691,-40.9308159544845
"2347",2006-06-04,40.2222463730219,-41.1867532430239
"2348",2006-06-05,39.0975103607736,-41.8101786645114
"2349",2006-06-06,37.7457615996425,-40.8494668698856
"2350",2006-06-07,39.4300415976033,-40.4883676993366
"2351",2006-06-08,39.6352139435777,-42.4715400993757
"2352",2006-06-09,39.4091585156614,-41.3890332304674
"2353",2006-06-10,39.6224149931731,-41.0845924537442
"2354",2006-06-11,40.8247588082702,-40.8971982060517
"2355",2006-06-12,40.5408294724244,-38.3190039386722
"2356",2006-06-13,41.2696331485561,-38.4925694164745
"2357",2006-06-14,41.9507022863544,-37.3051732958055
"2358",2006-06-15,43.7432053737235,-35.2794559555052
"2359",2006-06-16,42.5515321040309,-35.1297918032816
"2360",2006-06-17,42.7992416731934,-36.8921922499905
"2361",2006-06-18,42.7512669579463,-37.8042449182491
"2362",2006-06-19,44.4025732588117,-37.6195296107827
"2363",2006-06-20,42.6004156800805,-38.8873280238437
"2364",2006-06-21,41.693738730098,-38.0516661321888
"2365",2006-06-22,40.4863621897621,-37.774819726937
"2366",2006-06-23,41.2429663361011,-36.676487917382
"2367",2006-06-24,42.1098471616598,-34.8078620999698
"2368",2006-06-25,41.8678757988435,-35.1606398158859
"2369",2006-06-26,41.7338023546537,-35.6208640746023
"2370",2006-06-27,40.6601104179054,-36.6783988699504
"2371",2006-06-28,40.7011773020577,-36.5210733439549
"2372",2006-06-29,41.3012187346541,-38.2201780298402
"2373",2006-06-30,42.4109254690859,-37.8140324065973
"2374",2006-07-01,43.3858664399581,-38.6188882129322
"2375",2006-07-02,44.0291515076299,-37.3297323282034
"2376",2006-07-03,44.2154351145543,-35.5181426187882
"2377",2006-07-04,43.934498007973,-33.3218380300423
"2378",2006-07-05,42.8013275010208,-33.5334597259811
"2379",2006-07-06,43.5026206234946,-33.7479885995282
"2380",2006-07-07,43.2485378908989,-32.570941890616
"2381",2006-07-08,43.0953400430139,-34.865782959555
"2382",2006-07-09,41.8693427433713,-35.6829131141182
"2383",2006-07-10,41.5691771842504,-37.2109907754687
"2384",2006-07-11,41.6280848854626,-37.8430944955047
"2385",2006-07-12,42.3225148842898,-36.8599104370378
"2386",2006-07-13,41.5098389913385,-36.5799545899014
"2387",2006-07-14,40.827065669625,-35.5249862512014
"2388",2006-07-15,41.858894499089,-34.94093767608
"2389",2006-07-16,42.3246655586878,-34.5911282655842
"2390",2006-07-17,42.9523045834596,-35.8085377378605
"2391",2006-07-18,43.6447102901602,-35.8476737511021
"2392",2006-07-19,41.9179249742476,-36.3374397484023
"2393",2006-07-20,41.8748403760155,-36.5178231252389
"2394",2006-07-21,42.5249426005172,-37.0718160633725
"2395",2006-07-22,42.7435409980918,-36.8495273454718
"2396",2006-07-23,40.6611100015382,-38.6498920818266
"2397",2006-07-24,40.8836957403289,-39.8422630900126
"2398",2006-07-25,40.4961056305534,-41.1901669071929
"2399",2006-07-26,38.8129940289811,-40.5113592319483
"2400",2006-07-27,39.6199407270336,-40.8880646998004
"2401",2006-07-28,41.2977736023924,-39.1457025123443
"2402",2006-07-29,41.7918586312284,-37.1436621280776
"2403",2006-07-30,41.378771166649,-38.0788560983604
"2404",2006-07-31,41.0404324657265,-36.3761069107842
"2405",2006-08-01,40.0281237508318,-36.4348925613086
"2406",2006-08-02,40.2532552335953,-36.4147388795831
"2407",2006-08-03,40.2003904560866,-36.1549378350193
"2408",2006-08-04,40.1620350437558,-37.1363897816567
"2409",2006-08-05,39.3924507931393,-36.6473807998579
"2410",2006-08-06,41.1525349975755,-37.5360946541755
"2411",2006-08-07,40.3101070184644,-36.9788316605785
"2412",2006-08-08,40.6580208928775,-35.1565671193394
"2413",2006-08-09,42.4557614614493,-35.9761678610474
"2414",2006-08-10,42.7329363082235,-36.3039283986343
"2415",2006-08-11,43.1219238266873,-35.778161221653
"2416",2006-08-12,43.7491861049506,-36.5040328653496
"2417",2006-08-13,43.9440828526957,-35.2438689852889
"2418",2006-08-14,43.1091945797039,-35.9312033234409
"2419",2006-08-15,45.2841410231852,-36.5764083878906
"2420",2006-08-16,43.5580381363507,-34.9794737813611
"2421",2006-08-17,42.1046641913754,-34.5009731376745
"2422",2006-08-18,42.3649489171666,-34.8476112573877
"2423",2006-08-19,42.0924947001563,-35.0188241138661
"2424",2006-08-20,40.8501900940005,-35.2802998551978
"2425",2006-08-21,39.9535554569825,-35.3980437489735
"2426",2006-08-22,39.2504746437282,-35.1820958489176
"2427",2006-08-23,38.2957531869023,-36.5534418842563
"2428",2006-08-24,37.783330199446,-38.3049838279367
"2429",2006-08-25,37.1584789667573,-37.7691077387158
"2430",2006-08-26,37.2926671489806,-38.2273687362982
"2431",2006-08-27,35.8801381110908,-39.6009031320825
"2432",2006-08-28,33.7526899867146,-39.7101880522474
"2433",2006-08-29,34.3414375670114,-38.8920070632636
"2434",2006-08-30,33.6283354458454,-38.8342537117228
"2435",2006-08-31,33.459552520314,-39.3924590820595
"2436",2006-09-01,34.4775855370196,-37.6457807746409
"2437",2006-09-02,34.335258017905,-37.8993814230937
"2438",2006-09-03,33.0176293356955,-37.2504078792027
"2439",2006-09-04,31.8847302654576,-36.413709301313
"2440",2006-09-05,32.0342798479346,-36.1858200390112
"2441",2006-09-06,32.3871263261767,-38.0953695285096
"2442",2006-09-07,33.6797988992168,-37.3175499320507
"2443",2006-09-08,32.3911467938616,-37.3235650636609
"2444",2006-09-09,32.895196814952,-37.3156247019208
"2445",2006-09-10,35.0491912578343,-36.1381433462527
"2446",2006-09-11,36.1969965213806,-36.1389787406311
"2447",2006-09-12,35.8548096796153,-36.2506333384294
"2448",2006-09-13,37.0436901182371,-35.0224663188533
"2449",2006-09-14,36.5331946468641,-36.0613288476548
"2450",2006-09-15,35.7449920894766,-35.8973709004117
"2451",2006-09-16,34.4359522849139,-37.3108610130215
"2452",2006-09-17,34.9694131844782,-37.3500990066221
"2453",2006-09-18,34.2483246739901,-35.5366000252325
"2454",2006-09-19,33.8878683734103,-36.2190887919448
"2455",2006-09-20,35.1565831946172,-35.336337258817
"2456",2006-09-21,37.0719508558499,-35.1016345736669
"2457",2006-09-22,35.2158688584694,-34.3077214363753
"2458",2006-09-23,34.20791577954,-33.9700692670211
"2459",2006-09-24,31.7100546633376,-34.221598521938
"2460",2006-09-25,32.3173828600418,-34.8669279340882
"2461",2006-09-26,31.4699839785566,-34.1616982922025
"2462",2006-09-27,30.5787412313164,-33.7159636106252
"2463",2006-09-28,31.4713645096784,-34.7557925708063
"2464",2006-09-29,32.8763043577369,-35.6238902594603
"2465",2006-09-30,34.6481779889689,-36.1695631309941
"2466",2006-10-01,34.8198768031012,-36.3387708554821
"2467",2006-10-02,35.6859671073633,-37.0056544765831
"2468",2006-10-03,36.1700714772258,-36.1187043448845
"2469",2006-10-04,34.1014168776868,-36.0320215618064
"2470",2006-10-05,33.8052079586719,-35.8189006782775
"2471",2006-10-06,34.5907887980927,-36.8016360151105
"2472",2006-10-07,33.8507948654542,-36.4744219106315
"2473",2006-10-08,34.3453798232359,-34.7373322187626
"2474",2006-10-09,34.9838064850488,-35.2287589593509
"2475",2006-10-10,33.8227588479569,-34.1018040210991
"2476",2006-10-11,33.9801014381059,-34.7307346870348
"2477",2006-10-12,34.489653043878,-32.4271637396355
"2478",2006-10-13,34.8999236118313,-33.8246772962382
"2479",2006-10-14,35.4814103236619,-34.12852667616
"2480",2006-10-15,35.9108027400456,-33.9389827071369
"2481",2006-10-16,35.1653520779845,-35.1543273631172
"2482",2006-10-17,34.4053637534989,-36.2300701175412
"2483",2006-10-18,34.0068905122955,-36.9208796886004
"2484",2006-10-19,35.4283893565843,-36.5232038931991
"2485",2006-10-20,35.0254095056539,-37.1672664808237
"2486",2006-10-21,35.4577292719734,-37.2034930225365
"2487",2006-10-22,38.0973590865539,-38.5268175802005
"2488",2006-10-23,38.735438709717,-38.84557376991
"2489",2006-10-24,40.5896108565671,-38.8612872034483
"2490",2006-10-25,40.8548514659658,-39.0221836610735
"2491",2006-10-26,41.097770458392,-39.7398304191655
"2492",2006-10-27,41.3608934163426,-38.3235285740468
"2493",2006-10-28,41.8410055345431,-37.7972053724325
"2494",2006-10-29,43.3800529099752,-38.008451459798
"2495",2006-10-30,42.8306026753909,-36.8600996731632
"2496",2006-10-31,44.2631314236542,-37.2107039328842
"2497",2006-11-01,44.7322858463537,-38.7184850402686
"2498",2006-11-02,45.8120358479017,-40.1620133345676
"2499",2006-11-03,45.4807687390081,-42.0077553305301
"2500",2006-11-04,44.0309674339639,-42.7678699346209
"2501",2006-11-05,42.7998612669681,-43.0142566615583
"2502",2006-11-06,41.4904110070342,-43.864937774006
"2503",2006-11-07,40.2785879202017,-44.664580640821
"2504",2006-11-08,39.7476106502699,-43.7368796838247
"2505",2006-11-09,41.0080767270727,-44.9537819111516
"2506",2006-11-10,42.0004214406606,-43.9138308924495
"2507",2006-11-11,41.7323309358806,-43.1009841251982
"2508",2006-11-12,40.7463881750277,-42.4717966057842
"2509",2006-11-13,42.360981231007,-43.0707535640711
"2510",2006-11-14,42.9806949308708,-43.7482211565804
"2511",2006-11-15,42.2170717209378,-43.9803231793179
"2512",2006-11-16,42.221855617498,-42.6147709141402
"2513",2006-11-17,43.6890945330271,-41.8879334513661
"2514",2006-11-18,44.4985982164928,-42.5433079766127
"2515",2006-11-19,44.1561185915123,-39.8681626072461
"2516",2006-11-20,45.5760664950698,-39.6299325482967
"2517",2006-11-21,46.221234510246,-40.0211763699177
"2518",2006-11-22,44.4082296518523,-39.5665885044829
"2519",2006-11-23,43.167615599944,-38.8503883722719
"2520",2006-11-24,42.500013319952,-39.8558285647965
"2521",2006-11-25,44.4726930097289,-39.6539885007319
"2522",2006-11-26,45.1816167859285,-41.0736428752054
"2523",2006-11-27,45.7976352297531,-41.3168527735995
"2524",2006-11-28,45.5583167765905,-39.261016896948
"2525",2006-11-29,48.8390638153318,-39.1641669240101
"2526",2006-11-30,50.2910138436813,-37.8879751858804
"2527",2006-12-01,50.9761411729515,-37.6738342786107
"2528",2006-12-02,50.6933735340395,-37.6522423339622
"2529",2006-12-03,51.0016992895051,-37.7814009349908
"2530",2006-12-04,51.1356688663497,-37.4484825469489
"2531",2006-12-05,52.1377430475061,-38.7996343756143
"2532",2006-12-06,52.3571983950049,-36.4496702820732
"2533",2006-12-07,53.6747330919242,-34.1596766922152
"2534",2006-12-08,53.4238658779121,-34.7220832097913
"2535",2006-12-09,53.6708494040237,-33.4717458733292
"2536",2006-12-10,52.8363147329806,-35.3569018750617
"2537",2006-12-11,52.6737913229152,-34.3696080240574
"2538",2006-12-12,53.1034130599376,-34.8844065334259
"2539",2006-12-13,54.3643400554804,-33.6742607768672
"2540",2006-12-14,55.1752946647863,-32.9641968236027
"2541",2006-12-15,55.2582383117467,-33.1675535437922
"2542",2006-12-16,54.9915469430918,-33.7417213389371
"2543",2006-12-17,54.4971009964714,-32.225331511018
"2544",2006-12-18,54.354388597283,-30.6490038112554
"2545",2006-12-19,54.4575517122044,-30.7375206117184
"2546",2006-12-20,54.24563415334,-29.5606409234344
"2547",2006-12-21,53.9649513177278,-29.1266363703245
"2548",2006-12-22,53.8230105653643,-30.2669294759078
"2549",2006-12-23,55.9570161265705,-29.9731907790535
"2550",2006-12-24,55.3493602497671,-30.5471959419373
"2551",2006-12-25,55.4399259399342,-30.9538555752659
"2552",2006-12-26,56.8109142447468,-30.1111945327779
"2553",2006-12-27,56.051679427386,-28.8731726721075
"2554",2006-12-28,57.1894423131298,-30.2648765038325
"2555",2006-12-29,55.8659089943185,-29.560307069317
"2556",2006-12-30,56.5501031833002,-30.0233589727599
"2557",2006-12-31,56.3151720218881,-29.8703191208023
"2558",2007-01-01,57.0427174651557,-28.0825608892965
"2559",2007-01-02,55.9211087035986,-25.8343955959108
"2560",2007-01-03,57.3883703909935,-24.4609545423519
"2561",2007-01-04,57.5183870273323,-24.4795650665426
"2562",2007-01-05,57.8953469428859,-23.8952795487481
"2563",2007-01-06,56.6934717615495,-25.5247798378892
"2564",2007-01-07,53.6574521356161,-25.8604135936626
"2565",2007-01-08,53.4538809943048,-27.1535819405306
"2566",2007-01-09,52.5116902185323,-26.8442959012684
"2567",2007-01-10,52.5328828448003,-26.9323904740113
"2568",2007-01-11,53.8259000421518,-25.6921063585027
"2569",2007-01-12,53.1264328988307,-26.5467737315253
"2570",2007-01-13,51.629026912099,-24.9069595297712
"2571",2007-01-14,51.5176439990107,-23.0620857183508
"2572",2007-01-15,50.0808618869399,-21.6827871115372
"2573",2007-01-16,50.2977319573336,-19.7188833301375
"2574",2007-01-17,50.7026704066854,-19.2023150154786
"2575",2007-01-18,51.3888760926217,-19.5607007711748
"2576",2007-01-19,50.396554519808,-18.9028912905809
"2577",2007-01-20,51.0251031249194,-19.088092387948
"2578",2007-01-21,51.0594954648412,-19.6836280363673
"2579",2007-01-22,53.0133078570147,-20.4171302414527
"2580",2007-01-23,53.49908222129,-20.8121517660028
"2581",2007-01-24,54.0076066271969,-18.9539345038249
"2582",2007-01-25,53.3859418701317,-18.5727024897124
"2583",2007-01-26,52.27004605103,-17.0979780587514
"2584",2007-01-27,51.3231389321327,-17.5417214790178
"2585",2007-01-28,51.5231978970935,-18.1879034221677
"2586",2007-01-29,52.5564964210445,-17.9136815807192
"2587",2007-01-30,53.3352237815619,-17.5605691778753
"2588",2007-01-31,54.3778517503345,-16.8665346422333
"2589",2007-02-01,55.0229973679639,-18.3809441608782
"2590",2007-02-02,55.3763756665455,-17.5280648642563
"2591",2007-02-03,55.8491628401384,-17.7853304254692
"2592",2007-02-04,55.6728834103792,-17.1597202798044
"2593",2007-02-05,55.8261267662466,-17.2418302073222
"2594",2007-02-06,55.9685523923347,-18.7942617883032
"2595",2007-02-07,56.5180713849818,-18.1074689483006
"2596",2007-02-08,56.5710425402322,-20.0322242212249
"2597",2007-02-09,56.5675577244232,-20.4353973511319
"2598",2007-02-10,56.7446187280732,-18.8621095641594
"2599",2007-02-11,58.0593928264319,-19.9604651162646
"2600",2007-02-12,59.7308649001482,-18.7984666282759
"2601",2007-02-13,59.160923265747,-18.8464937558325
"2602",2007-02-14,58.741642890574,-18.0081893496204
"2603",2007-02-15,58.9659239268845,-19.5661048142754
"2604",2007-02-16,59.8180537705556,-19.5767948629621
"2605",2007-02-17,59.14359023271,-18.7520506262077
"2606",2007-02-18,57.5426838420162,-19.663089132358
"2607",2007-02-19,56.3632723804995,-19.3537220266914
"2608",2007-02-20,55.7825468738425,-20.9501216088472
"2609",2007-02-21,54.5983833321148,-22.2852272192633
"2610",2007-02-22,55.27246930917,-20.9983716935964
"2611",2007-02-23,57.1330996892555,-21.8921908441709
"2612",2007-02-24,56.1991700327473,-20.9117283446145
"2613",2007-02-25,56.0287208115893,-21.8736993198855
"2614",2007-02-26,56.257939220686,-20.9564210383945
"2615",2007-02-27,54.4480519694751,-20.4248362935002
"2616",2007-02-28,53.5372374657409,-20.8476428093762
"2617",2007-03-01,53.0795237397683,-21.5905835751278
"2618",2007-03-02,52.524829841608,-21.1179829039258
"2619",2007-03-03,53.2917488406352,-22.0323014397597
"2620",2007-03-04,52.038417345687,-24.2395691105387
"2621",2007-03-05,53.1914293510296,-23.3521443859012
"2622",2007-03-06,53.1494276237314,-23.5999460031463
"2623",2007-03-07,52.4312547849983,-23.912422601302
"2624",2007-03-08,50.9580559418068,-22.3389989746962
"2625",2007-03-09,50.9898884203686,-23.094713405369
"2626",2007-03-10,51.14256204237,-23.5203494394489
"2627",2007-03-11,50.96048882964,-23.4616094452687
"2628",2007-03-12,51.0840763704021,-24.0093845426422
"2629",2007-03-13,48.9620940859566,-24.3632777924302
"2630",2007-03-14,49.3333192756063,-22.8822332387713
"2631",2007-03-15,48.588829437118,-24.6173593353696
"2632",2007-03-16,47.5103222881654,-23.5785757820841
"2633",2007-03-17,48.8351844064333,-22.8970351391062
"2634",2007-03-18,47.3975948890047,-23.0064967443675
"2635",2007-03-19,47.2511209959134,-21.7044090208807
"2636",2007-03-20,49.0012702223748,-20.7074473181795
"2637",2007-03-21,50.5818272873686,-19.99619168052
"2638",2007-03-22,52.7364042037042,-20.7596798897918
"2639",2007-03-23,54.0356464719684,-20.4591792972722
"2640",2007-03-24,53.067611843236,-21.6919661313341
"2641",2007-03-25,51.9077848355699,-21.5386438890823
"2642",2007-03-26,51.5932946851994,-22.1734627614738
"2643",2007-03-27,52.0052966665487,-23.0962677426585
"2644",2007-03-28,51.7046249369706,-22.1730533563166
"2645",2007-03-29,53.2557526344637,-22.2431620156187
"2646",2007-03-30,54.3360948046921,-22.6186432717988
"2647",2007-03-31,54.4696673365403,-21.4369248355758
"2648",2007-04-01,52.1734211888025,-21.2680829826312
"2649",2007-04-02,50.5990621708857,-21.4499802085419
"2650",2007-04-03,51.1394329732551,-18.9712875947382
"2651",2007-04-04,53.7281841816177,-19.7116545209264
"2652",2007-04-05,55.3450952263691,-20.9633405395033
"2653",2007-04-06,55.9703890623785,-22.4963278223603
"2654",2007-04-07,55.7874214778082,-22.8736856904534
"2655",2007-04-08,55.2637963410303,-22.5180174303288
"2656",2007-04-09,54.9428512156091,-22.5695773825997
"2657",2007-04-10,54.4311553507264,-21.8397638717031
"2658",2007-04-11,54.3957303353344,-23.5210488874968
"2659",2007-04-12,54.0880018009906,-22.369267351496
"2660",2007-04-13,54.5000715228982,-20.9654680810637
"2661",2007-04-14,54.4211003070131,-21.0760802077703
"2662",2007-04-15,53.632256774979,-21.1631886125869
"2663",2007-04-16,52.9464734949902,-20.8322062460024
"2664",2007-04-17,53.9481329921195,-19.6116566899773
"2665",2007-04-18,53.551504527033,-20.0792482196816
"2666",2007-04-19,53.3717140747597,-20.781857303274
"2667",2007-04-20,51.5950547400581,-19.6762139136377
"2668",2007-04-21,51.4412213144422,-19.911135567926
"2669",2007-04-22,51.5149329163906,-17.8179017168129
"2670",2007-04-23,52.1873120291501,-17.4028561417085
"2671",2007-04-24,49.8052713594214,-17.537656833071
"2672",2007-04-25,50.121148986882,-17.7200726435791
"2673",2007-04-26,49.7006599782325,-17.3776959979479
"2674",2007-04-27,51.494735516759,-16.8077225796623
"2675",2007-04-28,50.9446222513765,-17.8427323092852
"2676",2007-04-29,51.7610914541804,-15.4455523089072
"2677",2007-04-30,52.402097868104,-15.6690719185022
"2678",2007-05-01,50.8742444553699,-14.4071940695333
"2679",2007-05-02,52.0626139435468,-14.8129063648553
"2680",2007-05-03,53.0935181055165,-15.1602218972063
"2681",2007-05-04,52.279166535703,-14.1256956151677
"2682",2007-05-05,51.3187851628058,-13.9917127498977
"2683",2007-05-06,51.8837568820953,-13.2363991825329
"2684",2007-05-07,53.052402303591,-12.405697907129
"2685",2007-05-08,52.9312611009057,-12.8159564425333
"2686",2007-05-09,53.5308885659682,-11.607175525578
"2687",2007-05-10,53.3337447441284,-12.9055035351281
"2688",2007-05-11,52.1384020508445,-13.0850501901012
"2689",2007-05-12,53.1149628828124,-15.3759851234574
"2690",2007-05-13,53.1474555241856,-13.7362517698273
"2691",2007-05-14,52.6112289288351,-12.2234857838292
"2692",2007-05-15,51.4020169929863,-11.8393221454692
"2693",2007-05-16,52.2720889411998,-12.3887206698273
"2694",2007-05-17,53.6573732502709,-12.7053966235408
"2695",2007-05-18,52.134962453763,-12.1113441696434
"2696",2007-05-19,50.9441903013022,-12.5989763113867
"2697",2007-05-20,51.0633606183011,-13.2430066552531
"2698",2007-05-21,50.842295371356,-12.608028028716
"2699",2007-05-22,52.6834547273465,-11.5431200045188
"2700",2007-05-23,53.014810475867,-11.8919126666218
"2701",2007-05-24,53.307058933635,-10.1326388226021
"2702",2007-05-25,52.679890864773,-9.33686980948376
"2703",2007-05-26,51.6864494326884,-7.34854560909175
"2704",2007-05-27,52.1154894059821,-6.53286340243908
"2705",2007-05-28,52.3345811352616,-6.63799613531005
"2706",2007-05-29,51.8577479512092,-7.38121327017856
"2707",2007-05-30,51.6648100839607,-8.07192797133736
"2708",2007-05-31,52.0641913558595,-7.06555299576614
"2709",2007-06-01,50.9296528868818,-6.62967055147932
"2710",2007-06-02,49.0579025166549,-6.62048069507667
"2711",2007-06-03,48.602036124767,-7.02140098679454
"2712",2007-06-04,48.8484640909576,-7.32971813626552
"2713",2007-06-05,47.7751622038565,-5.70550099889866
"2714",2007-06-06,48.1143671971608,-8.06327778843083
"2715",2007-06-07,48.0554637840612,-9.51626147825105
"2716",2007-06-08,48.6785290030071,-9.99531466684724
"2717",2007-06-09,48.6393286371588,-10.5249231735745
"2718",2007-06-10,47.7149928519633,-11.0806899416759
"2719",2007-06-11,47.2774274037843,-11.4065956629821
"2720",2007-06-12,46.9277497633862,-11.9264199540771
"2721",2007-06-13,46.568130793711,-11.7155837411745
"2722",2007-06-14,46.9010360401639,-10.8512517327484
"2723",2007-06-15,46.2140207655463,-10.7163135074361
"2724",2007-06-16,46.1174194742945,-11.3389459341495
"2725",2007-06-17,44.7310408195802,-11.4929962884745
"2726",2007-06-18,44.188318663429,-10.6061421985942
"2727",2007-06-19,45.7140120542991,-11.2109724935284
"2728",2007-06-20,46.7403815734476,-10.4965629378229
"2729",2007-06-21,46.895440986087,-10.9742355966663
"2730",2007-06-22,47.776572478733,-10.4755969990794
"2731",2007-06-23,46.7347472130636,-10.1813095018812
"2732",2007-06-24,47.1922862041165,-10.6433775318713
"2733",2007-06-25,46.7471558701915,-10.1968394910235
"2734",2007-06-26,46.9544962999053,-7.97129005073993
"2735",2007-06-27,46.9175629808989,-7.04034410665065
"2736",2007-06-28,47.1446606576371,-6.71276436059218
"2737",2007-06-29,45.3917100035929,-8.01965717494234
"2738",2007-06-30,45.5957825951536,-6.42513116024646
"2739",2007-07-01,44.4113707312303,-7.25095270242841
"2740",2007-07-02,45.1095190741471,-8.93455063570074
"2741",2007-07-03,46.943079496993,-8.94719437695744
